TestWave;RefWave;Durchschnittswert;value;BefallErgebnis
600,15504;600,4134521;12244,97526;1998,26;T
600,15504;599,8966675;3631,2154950000004;1998,26;N
600,15504;600,1550293;3584,4294436666664;1998,26;N
600,15504;600,4134521;3508,9083656666667;1998,26;N
600,15504;599,8966675;2410,271484333334;1998,26;N
600,15504;600,1550293;2371,520589333333;1998,26;N
600,15504;600,4134521;2307,5568443333336;1998,26;N
600,15504;599,8966675;6217,198730666667;1998,26;T
600,15504;600,1550293;6167,115397333334;1998,26;T
600,15504;600,4134521;6075,487467666666;1998,26;T
600,15504;599,8966675;3011,435628333333;1998,26;N
600,15504;600,1550293;2970,070068333333;1998,26;N
600,15504;600,4134521;2891,0547686666664;1998,26;N
600,15504;599,8966675;2517,3116863333335;1998,26;N
600,15504;600,1550293;2474,8269043333335;1998,26;N
600,15504;600,4134521;2402,387858;1998,26;N
600,15504;599,8966675;11755,534992333334;1998,26;T
600,15504;600,1550293;11698,034667666667;1998,26;T
600,15504;600,4134521;11620,032716000002;1998,26;T
600,15504;599,8966675;5735,126302333333;1998,26;T
600,15504;599,8966675;7124,417155;1998,26;T
600,15504;600,1550293;5693,660481666667;1998,26;T
600,15504;600,1550293;7079,132487;1998,26;T
600,15504;600,4134521;5615,525065333332;1998,26;T
600,15504;600,4134521;7001,4975583333335;1998,26;T
600,15504;599,8966675;9127,223958333334;1998,26;T
600,15504;600,1550293;9064,361328;1998,26;T
600,15504;600,4134521;8971,107747333333;1998,26;T
600,15504;599,8966675;9074,480468;1998,26;T
600,15504;599,8966675;6215,703450666667;1998,26;T
600,15504;599,8966675;4131,776204333334;1998,26;T
600,15504;600,1550293;9035,338868;1998,26;T
600,15504;600,1550293;6163,093099000001;1998,26;T
600,15504;600,1550293;4106,529704;1998,26;T
600,15504;600,4134521;8957,405924666666;1998,26;T
600,15504;600,4134521;6077,513997666666;1998,26;T
600,15504;600,4134521;4048,229085333333;1998,26;T
600,15504;599,8966675;7112,526855666667;1998,26;T
600,15504;599,8966675;9349,798178666666;1998,26;T
600,15504;599,8966675;6823,113281000001;1998,26;T
600,15504;600,1550293;7073,7848306666665;1998,26;T
600,15504;600,1550293;9314,677733333332;1998,26;T
600,15504;600,1550293;6794,7848306666665;1998,26;T
600,15504;600,4134521;7004,57959;1998,26;T
600,15504;600,4134521;9249,339682333333;1998,26;T
600,15504;600,4134521;6739,393066333334;1998,26;T
600,15504;599,8966675;6331,913411666667;1998,26;T
600,15504;599,8966675;6005,866536666667;1998,26;T
600,15504;599,8966675;8811,623697666668;1998,26;T
600,15504;600,1550293;6304,601562666667;1998,26;T
600,15504;600,1550293;5978,96403;1998,26;T
600,15504;600,1550293;8747,542318;1998,26;T
600,15504;600,4134521;6242,172200333333;1998,26;T
600,15504;600,4134521;5917,360025999999;1998,26;T
600,15504;600,4134521;8645,573242333334;1998,26;T
600,15504;599,8966675;6923,607422;1998,26;T
600,15504;599,8966675;11849,070963333332;1998,26;T
600,15504;600,1550293;6885,536295666666;1998,26;T
600,15504;600,1550293;11780,104493333334;1998,26;T
600,15504;600,4134521;6816,664388;1998,26;T
600,15504;600,4134521;11699,663733333335;1998,26;T
600,15504;599,8966675;2652,9593405;1998,26;N
600,15504;599,8966675;4738,181966333333;1998,26;T
600,15504;600,1550293;2625,753428;1998,26;N
600,15504;600,1550293;4683,302734666667;1998,26;T
600,15504;600,4134521;2567,3435565333334;1998,26;N
600,15504;600,4134521;4602,643392000001;1998,26;T
600,15504;599,8966675;6804,048665333333;1998,26;T
600,15504;600,1550293;6750,907877333334;1998,26;T
600,15504;600,4134521;6666,684407333334;1998,26;T
600,15504;599,8966675;2876,0155433333334;1998,26;N
600,15504;599,8966675;3729,122314666667;1998,26;N
600,15504;600,1550293;2828,7713216666666;1998,26;N
600,15504;600,1550293;3683,604085333333;1998,26;N
600,15504;600,4134521;2778,2329916666663;1998,26;N
600,15504;600,4134521;3586,4768876666662;1998,26;N
600,15504;599,8966675;5847,845052;1998,26;T
600,15504;600,1550293;5805,105468666668;1998,26;T
600,15504;600,4134521;5728,079752666667;1998,26;T
600,15504;599,8966675;5937,637695333334;1998,26;T
600,15504;599,8966675;1867,9054363333335;1998,26;N
600,15504;600,1550293;5888,112630333333;1998,26;T
600,15504;600,1550293;1849,1837160000002;1998,26;N
600,15504;600,4134521;5830,782552;1998,26;T
600,15504;600,4134521;1809,6593833333334;1998,26;N
600,15504;599,8966675;10605,515947666667;1998,26;T
600,15504;600,1550293;10533,887046;1998,26;T
600,15504;600,4134521;10421,150066666667;1998,26;T
600,15504;599,8966675;1752,4264326666669;1998,26;N
600,15504;600,1550293;1683,405965;1998,26;N
600,15504;600,4134521;1628,0658363333332;1998,26;N
600,15504;599,8966675;2951,5607913333333;1998,26;N
600,15504;600,1550293;2925,0099283333334;1998,26;N
600,15504;600,4134521;2867,928711;1998,26;N
600,15504;599,8966675;1961,2622883333333;1998,26;N
600,15504;599,8966675;4633,892822333333;1998,26;T
600,15504;600,1550293;1936,3707683333334;1998,26;N
600,15504;600,1550293;4591,189778666666;1998,26;T
600,15504;600,4134521;1884,091349333333;1998,26;N
600,15504;600,4134521;4508,962077;1998,26;T
600,15504;599,8966675;4802,185546666667;1998,26;T
600,15504;600,1550293;4759,815592333333;1998,26;T
600,15504;600,4134521;4677,321126;1998,26;T
600,15504;599,8966675;2800,26416;1998,26;N
600,15504;599,8966675;4912,4106446666665;1998,26;T
600,15504;600,1550293;2775,211914;1998,26;N
600,15504;600,1550293;4884,579753;1998,26;T
600,15504;600,4134521;2721,2245686666665;1998,26;N
600,15504;600,4134521;4821,8958336666665;1998,26;T
600,15504;599,8966675;1973,3198650000002;1998,26;N
600,15504;599,8966675;5284,175944;1998,26;T
600,15504;600,1550293;1948,579956333333;1998,26;N
600,15504;600,1550293;5241,311849000001;1998,26;T
600,15504;600,4134521;1894,4440916666665;1998,26;N
600,15504;600,4134521;5166,655273666666;1998,26;T
600,15504;599,8966675;2925,877522666666;1998,26;N
600,15504;599,8966675;6617,019531333334;1998,26;T
600,15504;600,1550293;2889,6170246666666;1998,26;N
600,15504;600,1550293;6566,475260666666;1998,26;T
600,15504;600,4134521;2822,889729666667;1998,26;N
600,15504;600,4134521;6495,640462;1998,26;T
600,15504;599,8966675;6429,019531333334;1998,26;T
600,15504;599,8966675;3064,0943606666665;1998,26;N
600,15504;600,1550293;6335,8870443333335;1998,26;T
600,15504;600,1550293;3030,3941243333334;1998,26;N
600,15504;600,4134521;6234,883138;1998,26;T
600,15504;600,4134521;2990,987955666667;1998,26;N
600,15504;599,8966675;586,0794474333333;1998,26;T
600,15504;599,8966675;3636,008056666667;1998,26;N
600,15504;600,1550293;565,7864380000001;1998,26;T
600,15504;600,1550293;3599,274414;1998,26;N
600,15504;600,4134521;537,0213216000001;1998,26;T
600,15504;600,4134521;3558,178792;1998,26;N
600,15504;599,8966675;2762,5659180000002;1998,26;N
600,15504;600,1550293;2700,8890786666666;1998,26;N
600,15504;600,4134521;2631,4742836666665;1998,26;N
600,15504;599,8966675;909,9818115000002;1998,26;T
600,15504;600,1550293;907,1577758666667;1998,26;T
600,15504;600,4134521;899,3833414666666;1998,26;T
600,15504;599,8966675;1944,3150636666662;1998,26;N
600,15504;599,8966675;4447,643147666667;1998,26;T
600,15504;600,1550293;1890,7221680000002;1998,26;N
600,15504;600,1550293;4444,133626333333;1998,26;T
600,15504;600,4134521;1829,4427086666667;1998,26;N
600,15504;600,4134521;4441,843505666667;1998,26;T
600,15504;599,8966675;1339,1044313666664;1998,26;N
600,15504;600,1550293;1296,2010091999998;1998,26;T
600,15504;600,4134521;1245,3683880333335;1998,26;T
600,15504;599,8966675;6930,2111;1998,26;T
600,15504;600,1550293;6924,863444;1998,26;T
600,15504;600,4134521;6922,633789333333;1998,26;T
600,15504;599,8966675;3431,3916423333326;1998,26;N
600,15504;600,1550293;3395,070393666667;1998,26;N
600,15504;600,4134521;3330,202596333334;1998,26;N
600,15504;599,8966675;2111,3728843333333;1998,26;N
600,15504;599,8966675;8342,670898666665;1998,26;T
600,15504;600,1550293;2021,4376223333336;1998,26;N
600,15504;600,1550293;8246,886719;1998,26;T
600,15504;600,4134521;1957,7679443333334;1998,26;N
600,15504;600,4134521;8169,097168;1998,26;T
600,15504;599,8966675;2223,976196333333;1998,26;N
600,15504;599,8966675;5580,766113333334;1998,26;T
600,15504;600,1550293;2182,325643;1998,26;N
600,15504;600,1550293;5510,662760333333;1998,26;T
600,15504;600,4134521;2119,702474;1998,26;N
600,15504;600,4134521;5447,199544;1998,26;T
600,15504;599,8966675;9282,891928666666;1998,26;T
600,15504;599,8966675;3208,6267086666667;1998,26;N
600,15504;600,1550293;9204,343424666666;1998,26;T
600,15504;600,1550293;3146,9803063333334;1998,26;N
600,15504;600,4134521;9120,029297;1998,26;T
600,15504;600,4134521;3090,0900063333333;1998,26;N
600,15504;599,8966675;1709,5198973333336;1998,26;N
600,15504;600,1550293;1643,2931723333331;1998,26;N
600,15504;600,4134521;1588,3291419999998;1998,26;N
600,15504;599,8966675;3577,7468263333335;1998,26;N
600,15504;599,8966675;10277,482422666668;1998,26;T
600,15504;600,1550293;3506,1237793333335;1998,26;N
600,15504;600,1550293;10183,822266333334;1998,26;T
600,15504;600,4134521;3431,546386666667;1998,26;N
600,15504;600,4134521;10109,996746333332;1998,26;T
600,15504;599,8966675;4231,290690000001;1998,26;T
600,15504;600,1550293;4178,656249666667;1998,26;T
600,15504;600,4134521;4119,160563333334;1998,26;T
600,15504;599,8966675;3699,3622233333335;1998,26;N
600,15504;599,8966675;5782,840657666667;1998,26;T
600,15504;600,1550293;3643,0726726666667;1998,26;N
600,15504;600,1550293;5721,534016666667;1998,26;T
600,15504;600,4134521;3581,262369666667;1998,26;N
600,15504;600,4134521;5655,498209666667;1998,26;T
600,15504;599,8966675;5817,2387696666665;1998,26;T
600,15504;599,8966675;10119,982748333334;1998,26;T
600,15504;600,1550293;5756,031900999999;1998,26;T
600,15504;600,1550293;10036,596353;1998,26;T
600,15504;600,4134521;5689,999349000001;1998,26;T
600,15504;600,4134521;9949,184569;1998,26;T
600,15504;599,8966675;5669,360677;1998,26;T
600,15504;599,8966675;5099,018229333334;1998,26;T
600,15504;600,1550293;5610,650390666667;1998,26;T
600,15504;600,1550293;5045,206868333334;1998,26;T
600,15504;600,4134521;5544,153645666666;1998,26;T
600,15504;600,4134521;4984,618978;1998,26;T
600,15504;599,8966675;6950,938150999999;1998,26;T
600,15504;600,1550293;6900,275390333333;1998,26;T
600,15504;600,4134521;6843,169759;1998,26;T
600,15504;599,8966675;5442,321777666667;1998,26;T
600,15504;599,8966675;10739,914063333332;1998,26;T
600,15504;600,1550293;5390,445638;1998,26;T
600,15504;600,1550293;10666,207356666668;1998,26;T
600,15504;600,4134521;5331,556803333333;1998,26;T
600,15504;600,4134521;10586,943033333333;1998,26;T
600,41344;600,1550293;3717,422770333333;1951,06;N
600,41344;600,4134521;3627,508707333333;1951,06;N
600,41344;600,671814;3575,3990073333334;1951,06;N
600,41344;600,1550293;6434,661295333334;1951,06;T
600,41344;600,4134521;6343,403645666666;1951,06;T
600,41344;600,671814;6259,547200333333;1951,06;T
600,41344;600,1550293;9824,624023666665;1951,06;T
600,41344;600,1550293;2665,0411783333334;1951,06;N
600,41344;600,4134521;9734,931640666668;1951,06;T
600,41344;600,4134521;2586,581055;1951,06;N
600,41344;600,671814;9660,314452999999;1951,06;T
600,41344;600,671814;2512,2582193333333;1951,06;N
600,41344;600,1550293;6227,615397333334;1951,06;T
600,41344;600,4134521;6139,011718666668;1951,06;T
600,41344;600,671814;6044,056152666667;1951,06;T
600,41344;600,1550293;6992,188150999999;1951,06;T
600,41344;600,4134521;6903,648112;1951,06;T
600,41344;600,671814;6822,591634333333;1951,06;T
600,41344;600,1550293;9329,865885666666;1951,06;T
600,41344;600,1550293;4808,749349000001;1951,06;T
600,41344;600,4134521;9236,597005333335;1951,06;T
600,41344;600,4134521;4733,2861330000005;1951,06;T
600,41344;600,671814;9173,709961;1951,06;T
600,41344;600,671814;4655,787760333334;1951,06;T
600,41344;600,1550293;5678,193847666666;1951,06;T
600,41344;600,1550293;4786,521321666666;1951,06;T
600,41344;600,4134521;5604,596028666667;1951,06;T
600,41344;600,4134521;4697,389648666666;1951,06;T
600,41344;600,671814;5542,640299666667;1951,06;T
600,41344;600,671814;4615,972168;1951,06;T
600,41344;600,1550293;7218,790609;1951,06;T
600,41344;600,4134521;7145,6358236666665;1951,06;T
600,41344;600,671814;7092,024007333333;1951,06;T
600,41344;600,1550293;1535,7857932466666;1951,06;N
600,41344;600,4134521;1520,9558080199997;1951,06;N
600,41344;600,671814;1488,7145108433333;1951,06;N
600,41344;600,1550293;3779,7032063333336;1951,06;N
600,41344;600,4134521;3720,389404333333;1951,06;N
600,41344;600,671814;3681,5627440000003;1951,06;N
600,41344;600,1550293;3322,476643666667;1951,06;N
600,41344;600,4134521;3259,0799153333332;1951,06;N
600,41344;600,671814;3205,1292316666663;1951,06;N
600,41344;600,1550293;2264,155883666667;1951,06;N
600,41344;600,1550293;4499,0127766666665;1951,06;T
600,41344;600,4134521;2203,0828043333336;1951,06;N
600,41344;600,4134521;4430,562337;1951,06;T
600,41344;600,671814;2161,9597983333333;1951,06;N
600,41344;600,671814;4369,143473333333;1951,06;T
600,41344;600,1550293;2321,5556636666665;1951,06;N
600,41344;600,4134521;2270,2194416666666;1951,06;N
600,41344;600,671814;2236,394816;1951,06;N
600,41344;600,1550293;3245,1873373333333;1951,06;N
600,41344;600,1550293;7328,196614666667;1951,06;T
600,41344;600,4134521;3188,5095213333334;1951,06;N
600,41344;600,4134521;7255,854655333333;1951,06;T
600,41344;600,671814;3151,330078333333;1951,06;N
600,41344;600,671814;7202,850260666666;1951,06;T
600,41344;600,1550293;12265,152996666666;1951,06;T
600,41344;600,4134521;12154,888019999999;1951,06;T
600,41344;600,671814;12076,43685;1951,06;T
600,41344;600,1550293;518,8213399333333;1951,06;T
600,41344;600,4134521;482,0209554333333;1951,06;T
600,41344;600,671814;442,9880066;1951,06;T
600,41344;600,1550293;551,0292765666667;1951,06;T
600,41344;600,1550293;3784,7565916666667;1951,06;N
600,41344;600,4134521;511,02567543333333;1951,06;T
600,41344;600,4134521;3683,8771973333337;1951,06;N
600,41344;600,671814;465,9351603333334;1951,06;T
600,41344;600,671814;3606,618164;1951,06;N
600,41344;600,1550293;12370,075846666667;1951,06;T
600,41344;600,4134521;12244,97526;1951,06;T
600,41344;600,671814;12166,086913333333;1951,06;T
600,41344;600,1550293;3584,4294436666664;1951,06;N
600,41344;600,4134521;3508,9083656666667;1951,06;N
600,41344;600,671814;3438,559489333333;1951,06;N
600,41344;600,1550293;2371,520589333333;1951,06;N
600,41344;600,4134521;2307,5568443333336;1951,06;N
600,41344;600,671814;2249,9598796666664;1951,06;N
600,41344;600,1550293;6167,115397333334;1951,06;T
600,41344;600,4134521;6075,487467666666;1951,06;T
600,41344;600,671814;5997,4794919999995;1951,06;T
600,41344;600,1550293;2970,070068333333;1951,06;N
600,41344;600,4134521;2891,0547686666664;1951,06;N
600,41344;600,671814;2813,1740723333332;1951,06;N
600,41344;600,1550293;2474,8269043333335;1951,06;N
600,41344;600,4134521;2402,387858;1951,06;N
600,41344;600,671814;2337,5442706666668;1951,06;N
600,41344;600,1550293;11698,034667666667;1951,06;T
600,41344;600,4134521;11620,032716000002;1951,06;T
600,41344;600,671814;11533,369954;1951,06;T
600,41344;600,1550293;5693,660481666667;1951,06;T
600,41344;600,1550293;7079,132487;1951,06;T
600,41344;600,4134521;5615,525065333332;1951,06;T
600,41344;600,4134521;7001,4975583333335;1951,06;T
600,41344;600,671814;5542,276204333332;1951,06;T
600,41344;600,671814;6937,797526333333;1951,06;T
600,41344;600,1550293;9064,361328;1951,06;T
600,41344;600,4134521;8971,107747333333;1951,06;T
600,41344;600,671814;8885,776692666666;1951,06;T
600,41344;600,1550293;9035,338868;1951,06;T
600,41344;600,1550293;6163,093099000001;1951,06;T
600,41344;600,1550293;4106,529704;1951,06;T
600,41344;600,4134521;8957,405924666666;1951,06;T
600,41344;600,4134521;6077,513997666666;1951,06;T
600,41344;600,4134521;4048,229085333333;1951,06;T
600,41344;600,671814;8880,826497666667;1951,06;T
600,41344;600,671814;6005,511718666666;1951,06;T
600,41344;600,671814;3993,492431666667;1951,06;T
600,41344;600,1550293;7073,7848306666665;1951,06;T
600,41344;600,1550293;9314,677733333332;1951,06;T
600,41344;600,1550293;6794,7848306666665;1951,06;T
600,41344;600,4134521;7004,57959;1951,06;T
600,41344;600,4134521;9249,339682333333;1951,06;T
600,41344;600,4134521;6739,393066333334;1951,06;T
600,41344;600,671814;6943,569987;1951,06;T
600,41344;600,671814;9189,295411;1951,06;T
600,41344;600,671814;6696,462565000001;1951,06;T
600,41344;600,1550293;6304,601562666667;1951,06;T
600,41344;600,1550293;5978,96403;1951,06;T
600,41344;600,1550293;8747,542318;1951,06;T
600,41344;600,4134521;6242,172200333333;1951,06;T
600,41344;600,4134521;5917,360025999999;1951,06;T
600,41344;600,4134521;8645,573242333334;1951,06;T
600,41344;600,671814;6183,995931;1951,06;T
600,41344;600,671814;5862,462727666666;1951,06;T
600,41344;600,671814;8556,341797;1951,06;T
600,41344;600,1550293;6885,536295666666;1951,06;T
600,41344;600,1550293;11780,104493333334;1951,06;T
600,41344;600,4134521;6816,664388;1951,06;T
600,41344;600,4134521;11699,663733333335;1951,06;T
600,41344;600,671814;6754,222981666667;1951,06;T
600,41344;600,671814;11609,625653333334;1951,06;T
600,41344;600,1550293;2625,753428;1951,06;N
600,41344;600,1550293;4683,302734666667;1951,06;T
600,41344;600,4134521;2567,3435565333334;1951,06;N
600,41344;600,4134521;4602,643392000001;1951,06;T
600,41344;600,671814;2512,6101631333336;1951,06;N
600,41344;600,671814;4541,512695333334;1951,06;T
600,41344;600,1550293;6750,907877333334;1951,06;T
600,41344;600,4134521;6666,684407333334;1951,06;T
600,41344;600,671814;6600,472493666667;1951,06;T
600,41344;600,1550293;2828,7713216666666;1951,06;N
600,41344;600,1550293;3683,604085333333;1951,06;N
600,41344;600,4134521;2778,2329916666663;1951,06;N
600,41344;600,4134521;3586,4768876666662;1951,06;N
600,41344;600,671814;2768,4232583333337;1951,06;N
600,41344;600,671814;3511,3411456666668;1951,06;N
600,41344;600,1550293;5805,105468666668;1951,06;T
600,41344;600,4134521;5728,079752666667;1951,06;T
600,41344;600,671814;5671,153320333334;1951,06;T
600,41344;600,1550293;5888,112630333333;1951,06;T
600,41344;600,1550293;1849,1837160000002;1951,06;N
600,41344;600,4134521;5830,782552;1951,06;T
600,41344;600,4134521;1809,6593833333334;1951,06;N
600,41344;600,671814;5816,550130333333;1951,06;T
600,41344;600,671814;1773,1258950000001;1951,06;N
600,41344;600,1550293;10533,887046;1951,06;T
600,41344;600,4134521;10421,150066666667;1951,06;T
600,41344;600,671814;10373,408853;1951,06;T
600,41344;600,1550293;1683,405965;1951,06;N
600,41344;600,4134521;1628,0658363333332;1951,06;N
600,41344;600,671814;1625,830241;1951,06;N
600,41344;600,1550293;2925,0099283333334;1951,06;N
600,41344;600,4134521;2867,928711;1951,06;N
600,41344;600,671814;2813,8534343333336;1951,06;N
600,41344;600,1550293;1936,3707683333334;1951,06;N
600,41344;600,1550293;4591,189778666666;1951,06;T
600,41344;600,4134521;1884,091349333333;1951,06;N
600,41344;600,4134521;4508,962077;1951,06;T
600,41344;600,671814;1838,797526;1951,06;N
600,41344;600,671814;4434,138672;1951,06;T
600,41344;600,1550293;4759,815592333333;1951,06;T
600,41344;600,4134521;4677,321126;1951,06;T
600,41344;600,671814;4604,087402333334;1951,06;T
600,41344;600,1550293;2775,211914;1951,06;N
600,41344;600,1550293;4884,579753;1951,06;T
600,41344;600,4134521;2721,2245686666665;1951,06;N
600,41344;600,4134521;4821,8958336666665;1951,06;T
600,41344;600,671814;2670,5284833333335;1951,06;N
600,41344;600,671814;4762,606282666667;1951,06;T
600,41344;600,1550293;1948,579956333333;1951,06;N
600,41344;600,1550293;5241,311849000001;1951,06;T
600,41344;600,4134521;1894,4440916666665;1951,06;N
600,41344;600,4134521;5166,655273666666;1951,06;T
600,41344;600,671814;1840,2172036666668;1951,06;N
600,41344;600,671814;5100,580403666667;1951,06;T
600,41344;600,1550293;2889,6170246666666;1951,06;N
600,41344;600,1550293;6566,475260666666;1951,06;T
600,41344;600,4134521;2822,889729666667;1951,06;N
600,41344;600,4134521;6495,640462;1951,06;T
600,41344;600,671814;2766,648762666667;1951,06;N
600,41344;600,671814;6417,377604;1951,06;T
600,41344;600,1550293;6335,8870443333335;1951,06;T
600,41344;600,1550293;3030,3941243333334;1951,06;N
600,41344;600,4134521;6234,883138;1951,06;T
600,41344;600,4134521;2990,987955666667;1951,06;N
600,41344;600,671814;6134,000814;1951,06;T
600,41344;600,671814;2953,638712666667;1951,06;N
600,41344;600,1550293;565,7864380000001;1951,06;T
600,41344;600,1550293;3599,274414;1951,06;N
600,41344;600,4134521;537,0213216000001;1951,06;T
600,41344;600,4134521;3558,178792;1951,06;N
600,41344;600,671814;502,02575686666677;1951,06;T
600,41344;600,671814;3521,0904133333333;1951,06;N
600,41344;600,1550293;2700,8890786666666;1951,06;N
600,41344;600,4134521;2631,4742836666665;1951,06;N
600,41344;600,671814;2557,6611326666666;1951,06;N
600,41344;600,1550293;907,1577758666667;1951,06;T
600,41344;600,4134521;899,3833414666666;1951,06;T
600,41344;600,671814;889,3793945333333;1951,06;T
600,41344;600,1550293;1890,7221680000002;1951,06;N
600,41344;600,1550293;4444,133626333333;1951,06;T
600,41344;600,4134521;1829,4427086666667;1951,06;N
600,41344;600,4134521;4441,843505666667;1951,06;T
600,41344;600,671814;1763,9045406666667;1951,06;N
600,41344;600,671814;4449,011149000001;1951,06;T
600,41344;600,1550293;1296,2010091999998;1951,06;T
600,41344;600,4134521;1245,3683880333335;1951,06;T
600,41344;600,671814;1189,2759602666667;1951,06;T
600,41344;600,1550293;6924,863444;1951,06;T
600,41344;600,4134521;6922,633789333333;1951,06;T
600,41344;600,671814;6931,015136999999;1951,06;T
600,41344;600,1550293;3395,070393666667;1951,06;N
600,41344;600,4134521;3330,202596333334;1951,06;N
600,41344;600,671814;3264,312540333333;1951,06;N
600,41344;600,1550293;2021,4376223333336;1951,06;N
600,41344;600,1550293;8246,886719;1951,06;T
600,41344;600,4134521;1957,7679443333334;1951,06;N
600,41344;600,4134521;8169,097168;1951,06;T
600,41344;600,671814;1948,6588133333335;1951,06;N
600,41344;600,671814;8142,063964666667;1951,06;T
600,41344;600,1550293;2182,325643;1951,06;N
600,41344;600,1550293;5510,662760333333;1951,06;T
600,41344;600,4134521;2119,702474;1951,06;N
600,41344;600,4134521;5447,199544;1951,06;T
600,41344;600,671814;2065,633300666667;1951,06;N
600,41344;600,671814;5432,026693;1951,06;T
600,41344;600,1550293;9204,343424666666;1951,06;T
600,41344;600,1550293;3146,9803063333334;1951,06;N
600,41344;600,4134521;9120,029297;1951,06;T
600,41344;600,4134521;3090,0900063333333;1951,06;N
600,41344;600,671814;9086,993164666666;1951,06;T
600,41344;600,671814;3082,145589333333;1951,06;N
600,41344;600,1550293;1643,2931723333331;1951,06;N
600,41344;600,4134521;1588,3291419999998;1951,06;N
600,41344;600,671814;1580,2695716666667;1951,06;N
600,41344;600,1550293;3506,1237793333335;1951,06;N
600,41344;600,1550293;10183,822266333334;1951,06;T
600,41344;600,4134521;3431,546386666667;1951,06;N
600,41344;600,4134521;10109,996746333332;1951,06;T
600,41344;600,671814;3409,2483723333335;1951,06;N
600,41344;600,671814;10082,657227333333;1951,06;T
600,41344;600,1550293;4178,656249666667;1951,06;T
600,41344;600,4134521;4119,160563333334;1951,06;T
600,41344;600,671814;4057,7416176666666;1951,06;T
600,41344;600,1550293;3643,0726726666667;1951,06;N
600,41344;600,1550293;5721,534016666667;1951,06;T
600,41344;600,4134521;3581,262369666667;1951,06;N
600,41344;600,4134521;5655,498209666667;1951,06;T
