TestWave;RefWave;Durchschnittswert;value;BefallErgebnis
180,0;180,2584076;63,020534516666665;230,18;T
180,0;180,0;140,30986531333335;230,18;T
180,0;180,2584076;133,07839965666665;230,18;T
180,0;180,0;125,54663849999999;230,18;T
180,0;180,0;59,67476781;230,18;T
180,0;180,2584076;130,38176473333334;230,18;T
180,0;180,2584076;66,36023458;230,18;T
180,0;180,0;46,822531383333335;230,18;T
180,0;180,2584076;54,19050089666666;230,18;T
180,0;180,0;114,88143156666668;230,18;T
180,0;180,0;164,43700153333333;230,18;N
180,0;180,0;61,910333;230,18;T
180,0;180,2584076;116,47696939999999;230,18;T
180,0;180,2584076;157,6180623;230,18;N
180,0;180,2584076;70,02753448333334;230,18;T
180,0;180,0;116,00072986666667;230,18;T
180,0;180,0;159,53209940000002;230,18;N
180,0;180,0;171,65026853333333;230,18;N
180,0;180,2584076;120,66296643333332;230,18;T
180,0;180,2584076;152,54026796666668;230,18;T
180,0;180,2584076;167,93443806666667;230,18;N
180,0;180,0;118,91880033333332;230,18;T
180,0;180,0;51,66979980333334;230,18;T
180,0;180,0;67,98306910000001;230,18;T
180,0;180,2584076;124,54866026666666;230,18;T
180,0;180,2584076;57,97306823666667;230,18;T
180,0;180,2584076;74,88086827666666;230,18;T
180,0;180,0;122,69529726666667;230,18;T
180,0;180,0;52,743600210000004;230,18;T
180,0;180,2584076;127,8277003;230,18;T
180,0;180,2584076;59,43513234666667;230,18;T
180,0;180,0;108,96339924666667;230,18;T
180,0;180,0;46,640533446666666;230,18;T
180,0;180,2584076;117,01993053333335;230,18;T
180,0;180,2584076;54,46956507000001;230,18;T
180,0;180,0;66,61806742333333;230,18;T
180,0;180,2584076;71,69890086;230,18;T
180,0;180,0;200,3971659;230,18;N
180,0;180,0;113,40420022333335;230,18;T
180,0;180,2584076;179,69769796666665;230,18;N
180,0;180,2584076;116,16453043333333;230,18;T
180,0;180,0;69,7605985;230,18;T
180,0;180,2584076;76,3035024;230,18;T
180,0;180,0;170,88586676666668;230,18;N
180,0;180,0;36,78220049666667;230,18;T
180,0;180,2584076;150,9447352;230,18;T
180,0;180,2584076;38,007666906666664;230,18;T
180,0;180,0;202,71766663333332;230,18;N
180,0;180,2584076;179,55210366666665;230,18;N
180,0;180,0;215,90053303333335;230,18;N
180,0;180,2584076;189,54390463333334;230,18;N
180,0;180,0;33,745832443333335;230,18;T
180,0;180,2584076;36,76399994;230,18;T
180,0;180,0;48,239098866666666;230,18;T
180,0;180,0;56,15609995333333;230,18;T
180,0;180,2584076;52,57676569666666;230,18;T
180,0;180,2584076;64,66763305666667;230,18;T
180,0;180,0;48,26639938333333;230,18;T
180,0;180,2584076;50,90540059333333;230,18;T
180,0;180,0;35,31710052333333;230,18;T
180,0;180,0;37,35246658333333;230,18;T
180,0;180,2584076;39,47579956333333;230,18;T
180,0;180,2584076;43,69213358666667;230,18;T
180,0;180,0;69,27527109666666;230,18;T
180,0;180,0;42,51216570666667;230,18;T
180,0;180,2584076;78,14776611333333;230,18;T
180,0;180,2584076;50,40793355333333;230,18;T
180,0;180,0;35,98140080666666;230,18;T
180,0;180,0;30,096733096666664;230,18;T
180,0;180,2584076;41,13806661;230,18;T
180,0;180,2584076;36,14823405;230,18;T
180,0;180,0;149,8830719;230,18;T
180,0;180,0;151,84866843333333;230,18;T
180,0;180,2584076;132,8630371;230,18;T
180,0;180,2584076;142,34826660000002;230,18;T
180,0;180,0;157,8577016;230,18;N
180,0;180,0;157,36629739999998;230,18;N
180,0;180,2584076;99,42660268333333;230,18;T
180,0;180,2584076;144,65663146666665;230,18;T
180,0;180,0;147,68389893333335;230,18;T
180,0;180,2584076;78,90913137;230,18;T
180,0;180,0;152,35523476666665;230,18;T
180,0;180,2584076;86,29226684666666;230,18;T
180,0;180,0;145,79715986666668;230,18;T
180,0;180,0;138,68703713333335;230,18;T
180,0;180,2584076;63,99120076666667;230,18;T
180,0;180,2584076;137,76186623333334;230,18;T
180,0;180,0;159,26820373333334;230,18;N
180,0;180,2584076;81,52386981666666;230,18;T
180,0;180,0;154,43003339999999;230,18;N
180,0;180,2584076;136,60313416666668;230,18;T
180,0;180,0;156,54729716666668;230,18;N
180,0;180,2584076;156,6110026;230,18;N
180,0;180,0;207,58010356666668;230,18;N
180,0;180,0;207,0705007;230,18;N
180,0;180,2584076;180,91709903333333;230,18;N
180,0;180,2584076;183,92313639999998;230,18;N
180,0;180,0;137,96206666666666;230,18;T
180,0;180,0;220,11989846666665;230,18;N
180,0;180,2584076;139,21786500000002;230,18;T
180,0;180,2584076;195,61966453333335;230,18;N
180,0;180,0;215,15433756666667;230,18;N
180,0;180,0;212,63363646666664;230,18;N
180,0;180,2584076;190,7238668;230,18;N
180,0;180,2584076;186,5864054333333;230,18;N
180,0;180,0;219,11890156666664;230,18;N
180,0;180,2584076;190,57219440000003;230,18;N
180,0;180,0;214,5142975;230,18;N
180,0;180,0;213,4132029;230,18;N
180,0;180,2584076;187,91196696666668;230,18;N
180,0;180,2584076;184,6844991;230,18;N
180,0;180,0;144,42307026666666;230,18;T
180,0;180,2584076;70,17009608;230,18;T
180,0;180,0;138,52019753333335;230,18;T
180,0;180,0;158,74646506666667;230,18;N
180,0;180,2584076;57,18136596666667;230,18;T
180,0;180,2584076;77,85353342666666;230,18;T
180,0;180,0;92,34680174333334;230,18;T
180,0;180,0;118,48200479999998;230,18;T
180,0;180,2584076;26,55986531666667;230,18;T
180,0;180,2584076;49,09146881;230,18;T
180,0;180,0;141,6354319333333;230,18;T
180,0;180,0;159,90822856666665;230,18;N
180,0;180,2584076;54,226898193333334;230,18;T
180,0;180,2584076;98,33459981666665;230,18;T
180,0;180,0;131,05516816666668;230,18;T
180,0;180,2584076;59,259199779999996;230,18;T
180,0;180,0;158,46132916666667;230,18;N
180,0;180,0;143,95897166666668;230,18;T
180,0;180,2584076;78,39346567666666;230,18;T
180,0;180,2584076;66,63930129666667;230,18;T
180,2584;180,0;126,44146983666667;197,64;T
180,2584;180,2584076;121,52746582333333;197,64;T
180,2584;180,5167999;126,29586538000001;197,64;T
180,2584;180,0;125,35857136666665;197,64;T
180,2584;180,2584076;127,08453116666665;197,64;T
180,2584;180,5167999;138,6809667;197,64;N
180,2584;180,0;68,47143300666667;197,64;T
180,2584;180,0;95,08589934999999;197,64;T
180,2584;180,2584076;73,00930150333333;197,64;T
180,2584;180,2584076;100,30019886999999;197,64;T
180,2584;180,5167999;76,52796936;197,64;T
180,2584;180,5167999;109,78543345333333;197,64;T
180,2584;180,0;105,16870117333333;197,64;T
180,2584;180,2584076;108,87239836666667;197,64;T
180,2584;180,5167999;122,35252886666666;197,64;T
180,2584;180,0;125,7255961;197,64;T
180,2584;180,2584076;125,01580046666668;197,64;T
180,2584;180,5167999;137,91960143333333;197,64;N
180,2584;180,0;129,69622800000002;197,64;T
180,2584;180,0;93,73910013666666;197,64;T
180,2584;180,2584076;134,92873126666666;197,64;N
180,2584;180,2584076;104,44676464000001;197,64;T
180,2584;180,5167999;148,1904602;197,64;N
180,2584;180,5167999;111,614535;197,64;T
180,2584;180,0;41,459601086666666;197,64;T
180,2584;180,0;127,4849294;197,64;T
180,2584;180,2584076;51,20266723666666;197,64;T
180,2584;180,2584076;128,29483793333335;197,64;T
180,2584;180,5167999;54,37250137666667;197,64;T
180,2584;180,5167999;141,88719686666664;197,64;N
180,2584;180,0;2,1415332953333333;197,64;T
180,2584;180,2584076;2,4660998983333333;197,64;T
180,2584;180,5167999;2,5965334176666666;197,64;T
180,2584;180,0;25,871301013333333;197,64;T
180,2584;180,2584076;26,61749903333333;197,64;T
180,2584;180,5167999;29,699367523333336;197,64;T
180,2584;180,0;21,503299713333334;197,64;T
180,2584;180,2584076;24,202967006666665;197,64;T
180,2584;180,5167999;25,322266263333333;197,64;T
180,2584;180,0;38,113834383333334;197,64;T
180,2584;180,2584076;41,74776586;197,64;T
180,2584;180,5167999;46,13396708;197,64;T
180,2584;180,0;18,897666293333334;197,64;T
180,2584;180,0;52,25219981;197,64;T
180,2584;180,2584076;19,43760045;197,64;T
180,2584;180,2584076;54,51810201;197,64;T
180,2584;180,5167999;22,301066716666664;197,64;T
180,2584;180,5167999;56,21069844666667;197,64;T
180,2584;180,0;16,264733633333336;197,64;T
180,2584;180,2584076;17,80263297;197,64;T
180,2584;180,5167999;17,31730048;197,64;T
180,2584;180,0;23,95423412;197,64;T
180,2584;180,0;29,262567519999994;197,64;T
180,2584;180,2584076;23,220166523333333;197,64;T
180,2584;180,2584076;33,90356763333333;197,64;T
180,2584;180,5167999;21,391065596666667;197,64;T
180,2584;180,5167999;38,110800426666664;197,64;T
180,2584;180,0;53,82650121;197,64;T
180,2584;180,2584076;63,97300211666667;197,64;T
180,2584;180,5167999;70,64633305666666;197,64;T
180,2584;180,0;148,9973297;197,64;N
180,2584;180,2584076;146,8406321;197,64;N
180,2584;180,5167999;156,4107971;197,64;N
180,2584;180,0;151,30873616666665;197,64;N
180,2584;180,0;146,1126353;197,64;N
180,2584;180,2584076;146,95590716666666;197,64;N
180,2584;180,2584076;145,97613526666666;197,64;N
180,2584;180,5167999;161,67666626666667;197,64;N
180,2584;180,5167999;160,65140276666668;197,64;N
180,2584;180,0;133,2209676;197,64;N
180,2584;180,2584076;132,85696916666666;197,64;N
180,2584;180,5167999;147,01050313333334;197,64;N
180,2584;180,0;151,62117003333333;197,64;N
180,2584;180,2584076;148,12069703333333;197,64;N
180,2584;180,5167999;165,05277;197,64;N
180,2584;180,0;149,7860057;197,64;N
180,2584;180,2584076;144,8689626;197,64;N
180,2584;180,5167999;164,02446493333335;197,64;N
180,2584;180,0;55,33103179666667;197,64;T
180,2584;180,2584076;62,74753189333333;197,64;T
180,2584;180,5167999;69,14786656666666;197,64;T
180,2584;180,0;96,04746755000001;197,64;T
180,2584;180,2584076;101,21323141333333;197,64;T
180,2584;180,5167999;111,6964315;197,64;T
180,2584;180,0;58,29460016666667;197,64;T
180,2584;180,2584076;63,020534516666665;197,64;T
180,2584;180,5167999;67,11249923999999;197,64;T
180,2584;180,0;140,30986531333335;197,64;N
180,2584;180,2584076;133,07839965666665;197,64;N
180,2584;180,5167999;148,818367;197,64;N
180,2584;180,0;125,54663849999999;197,64;T
180,2584;180,0;59,67476781;197,64;T
180,2584;180,2584076;130,38176473333334;197,64;T
180,2584;180,2584076;66,36023458;197,64;T
180,2584;180,5167999;141,73857116666667;197,64;N
180,2584;180,5167999;71,03156535;197,64;T
180,2584;180,0;46,822531383333335;197,64;T
180,2584;180,2584076;54,19050089666666;197,64;T
180,2584;180,5167999;56,507966360000005;197,64;T
180,2584;180,0;114,88143156666668;197,64;T
180,2584;180,0;164,43700153333333;197,64;N
180,2584;180,0;61,910333;197,64;T
180,2584;180,2584076;116,47696939999999;197,64;T
180,2584;180,2584076;157,6180623;197,64;N
180,2584;180,2584076;70,02753448333334;197,64;T
180,2584;180,5167999;128,040034;197,64;T
180,2584;180,5167999;174,49856566666665;197,64;N
180,2584;180,5167999;71,89303588666667;197,64;T
180,2584;180,0;116,00072986666667;197,64;T
180,2584;180,0;159,53209940000002;197,64;N
180,2584;180,0;171,65026853333333;197,64;N
180,2584;180,2584076;120,66296643333332;197,64;T
180,2584;180,2584076;152,54026796666668;197,64;N
180,2584;180,2584076;167,93443806666667;197,64;N
180,2584;180,5167999;134,62539926666668;197,64;N
180,2584;180,5167999;171,31053669999997;197,64;N
180,2584;180,5167999;184,2234446;197,64;N
180,2584;180,0;118,91880033333332;197,64;T
180,2584;180,0;51,66979980333334;197,64;T
180,2584;180,0;67,98306910000001;197,64;T
180,2584;180,2584076;124,54866026666666;197,64;T
180,2584;180,2584076;57,97306823666667;197,64;T
180,2584;180,2584076;74,88086827666666;197,64;T
180,2584;180,5167999;136,98837533333335;197,64;N
180,2584;180,5167999;62,71719869333333;197,64;T
180,2584;180,5167999;79,21246846666666;197,64;T
180,2584;180,0;122,69529726666667;197,64;T
180,2584;180,0;52,743600210000004;197,64;T
180,2584;180,2584076;127,8277003;197,64;T
180,2584;180,2584076;59,43513234666667;197,64;T
180,2584;180,5167999;140,50703176666664;197,64;N
180,2584;180,5167999;66,36023076333333;197,64;T
180,2584;180,0;108,96339924666667;197,64;T
180,2584;180,0;46,640533446666666;197,64;T
180,2584;180,2584076;117,01993053333335;197,64;T
180,2584;180,2584076;54,46956507000001;197,64;T
180,2584;180,5167999;133,6092326;197,64;N
180,2584;180,5167999;62,17726898;197,64;T
180,2584;180,0;66,61806742333333;197,64;T
180,2584;180,2584076;71,69890086;197,64;T
180,2584;180,5167999;80,26200103666666;197,64;T
180,2584;180,0;200,3971659;197,64;N
180,2584;180,0;113,40420022333335;197,64;T
180,2584;180,2584076;179,69769796666665;197,64;N
180,2584;180,2584076;116,16453043333333;197,64;T
180,2584;180,5167999;201,80463153333335;197,64;N
180,2584;180,5167999;135,3503647;197,64;N
180,2584;180,0;69,7605985;197,64;T
180,2584;180,2584076;76,3035024;197,64;T
180,2584;180,5167999;82,60676574666667;197,64;T
180,2584;180,0;170,88586676666668;197,64;N
180,2584;180,0;36,78220049666667;197,64;T
180,2584;180,2584076;150,9447352;197,64;N
180,2584;180,2584076;38,007666906666664;197,64;T
180,2584;180,5167999;168,2013677;197,64;N
180,2584;180,5167999;40,5951004;197,64;T
180,2584;180,0;202,71766663333332;197,64;N
180,2584;180,2584076;179,55210366666665;197,64;N
180,2584;180,5167999;198,73187253333333;197,64;N
180,2584;180,0;215,90053303333335;197,64;N
180,2584;180,2584076;189,54390463333334;197,64;N
180,2584;180,5167999;206,57909646666667;197,64;N
180,2584;180,0;33,745832443333335;197,64;T
180,2584;180,2584076;36,76399994;197,64;T
180,2584;180,5167999;39,30593236;197,64;T
180,2584;180,0;48,239098866666666;197,64;T
180,2584;180,0;56,15609995333333;197,64;T
180,2584;180,2584076;52,57676569666666;197,64;T
180,2584;180,2584076;64,66763305666667;197,64;T
180,2584;180,5167999;55,522134146666666;197,64;T
180,2584;180,5167999;70,91023254666666;197,64;T
180,2584;180,0;48,26639938333333;197,64;T
180,2584;180,2584076;50,90540059333333;197,64;T
180,2584;180,5167999;54,04793294;197,64;T
180,2584;180,0;35,31710052333333;197,64;T
180,2584;180,0;37,35246658333333;197,64;T
180,2584;180,2584076;39,47579956333333;197,64;T
180,2584;180,2584076;43,69213358666667;197,64;T
180,2584;180,5167999;42,03593318;197,64;T
180,2584;180,5167999;47,21989949666667;197,64;T
180,2584;180,0;69,27527109666666;197,64;T
180,2584;180,0;42,51216570666667;197,64;T
180,2584;180,2584076;78,14776611333333;197,64;T
180,2584;180,2584076;50,40793355333333;197,64;T
180,2584;180,5167999;83,32869974666666;197,64;T
180,2584;180,5167999;53,726402283333336;197,64;T
180,2584;180,0;35,98140080666666;197,64;T
180,2584;180,0;30,096733096666664;197,64;T
180,2584;180,2584076;41,13806661;197,64;T
180,2584;180,2584076;36,14823405;197,64;T
180,2584;180,5167999;42,94593429666667;197,64;T
180,2584;180,5167999;40,87113317;197,64;T
180,2584;180,0;149,8830719;197,64;N
180,2584;180,0;151,84866843333333;197,64;N
180,2584;180,2584076;132,8630371;197,64;N
180,2584;180,2584076;142,34826660000002;197,64;N
180,2584;180,5167999;260,542099;197,64;N
180,2584;180,5167999;266,8362732;197,64;N
180,2584;180,0;157,8577016;197,64;N
180,2584;180,0;157,36629739999998;197,64;N
180,2584;180,2584076;99,42660268333333;197,64;T
180,2584;180,2584076;144,65663146666665;197,64;N
180,2584;180,5167999;71,07099914666667;197,64;T
180,2584;180,5167999;269,5086263;197,64;N
180,2584;180,0;147,68389893333335;197,64;N
180,2584;180,2584076;78,90913137;197,64;T
180,2584;180,5167999;78,60276540333332;197,64;T
180,2584;180,0;152,35523476666665;197,64;N
180,2584;180,2584076;86,29226684666666;197,64;T
180,2584;180,5167999;76,20339711333334;197,64;T
180,2584;180,0;145,79715986666668;197,64;N
180,2584;180,0;138,68703713333335;197,64;N
180,2584;180,2584076;63,99120076666667;197,64;T
180,2584;180,2584076;137,76186623333334;197,64;N
180,2584;180,5167999;57,71523412;197,64;T
180,2584;180,5167999;262,2953694333333;197,64;N
180,2584;180,0;159,26820373333334;197,64;N
180,2584;180,2584076;81,52386981666666;197,64;T
180,2584;180,5167999;77,65029907333333;197,64;T
180,2584;180,0;154,43003339999999;197,64;N
180,2584;180,2584076;136,60313416666668;197,64;N
180,2584;180,5167999;260,2660624;197,64;N
180,2584;180,0;156,54729716666668;197,64;N
180,2584;180,2584076;156,6110026;197,64;N
180,2584;180,5167999;176,8403015;197,64;N
180,2584;180,0;207,58010356666668;197,64;N
180,2584;180,0;207,0705007;197,64;N
180,2584;180,2584076;180,91709903333333;197,64;N
180,2584;180,2584076;183,92313639999998;197,64;N
180,2584;180,5167999;199,64793396666667;197,64;N
180,2584;180,5167999;203,0786285;197,64;N
180,2584;180,0;137,96206666666666;197,64;N
180,2584;180,0;220,11989846666665;197,64;N
180,2584;180,2584076;139,21786500000002;197,64;N
180,2584;180,2584076;195,61966453333335;197,64;N
180,2584;180,5167999;151,73946636666668;197,64;N
180,2584;180,5167999;210,5072631666667;197,64;N
180,2584;180,0;215,15433756666667;197,64;N
180,2584;180,0;212,63363646666664;197,64;N
180,2584;180,2584076;190,7238668;197,64;N
180,2584;180,2584076;186,5864054333333;197,64;N
180,2584;180,5167999;205,8238017;197,64;N
180,2584;180,5167999;202,135259;197,64;N
180,2584;180,0;219,11890156666664;197,64;N
180,2584;180,2584076;190,57219440000003;197,64;N
180,2584;180,5167999;206,73380023333334;197,64;N
180,2584;180,0;214,5142975;197,64;N
180,2584;180,0;213,4132029;197,64;N
180,2584;180,2584076;187,91196696666668;197,64;N
180,2584;180,2584076;184,6844991;197,64;N
180,2584;180,5167999;204,4254354;197,64;N
180,2584;180,5167999;198,4012349333333;197,64;N
180,2584;180,0;144,42307026666666;197,64;N
180,2584;180,2584076;70,17009608;197,64;T
180,2584;180,5167999;63,27836736;197,64;T
180,2584;180,0;138,52019753333335;197,64;N
180,2584;180,0;158,74646506666667;197,64;N
180,2584;180,2584076;57,18136596666667;197,64;T
180,2584;180,2584076;77,85353342666666;197,64;T
180,2584;180,5167999;34,755933123333335;197,64;T
180,2584;180,5167999;59,76879882666666;197,64;T
180,2584;180,0;92,34680174333334;197,64;T
180,2584;180,0;118,48200479999998;197,64;T
180,2584;180,2584076;26,55986531666667;197,64;T
180,2584;180,2584076;49,09146881;197,64;T
180,2584;180,5167999;19,95630074;197,64;T
180,2584;180,5167999;14,277899742666667;197,64;T
180,2584;180,0;141,6354319333333;197,64;N
180,2584;180,0;159,90822856666665;197,64;N
180,2584;180,2584076;54,226898193333334;197,64;T
180,2584;180,2584076;98,33459981666665;197,64;T
180,2584;180,5167999;32,162432986666666;197,64;T
180,2584;180,5167999;66,47246806;197,64;T
180,2584;180,0;131,05516816666668;197,64;T
180,2584;180,2584076;59,259199779999996;197,64;T
180,2584;180,5167999;39,52736727333333;197,64;T
180,2584;180,0;158,46132916666667;197,64;N
180,2584;180,0;143,95897166666668;197,64;N
180,2584;180,2584076;78,39346567666666;197,64;T
180,2584;180,2584076;66,63930129666667;197,64;T
180,2584;180,5167999;39,71543121;197,64;T
180,2584;180,5167999;38,98136711;197,64;T
180,5168;180,2584076;121,52746582333333;213,21;T
180,5168;180,5167999;126,29586538000001;213,21;T
180,5168;180,7751923;131,29176585333335;213,21;T
180,5168;180,2584076;127,08453116666665;213,21;T
180,5168;180,5167999;138,6809667;213,21;T
180,5168;180,7751923;145,2693684666667;213,21;N
180,5168;180,2584076;73,00930150333333;213,21;T
180,5168;180,2584076;100,30019886999999;213,21;T
180,5168;180,5167999;76,52796936;213,21;T
180,5168;180,5167999;109,78543345333333;213,21;T
180,5168;180,7751923;78,45110066666666;213,21;T
180,5168;180,7751923;115,6488698;213,21;T
180,5168;180,2584076;108,87239836666667;213,21;T
180,5168;180,5167999;122,35252886666666;213,21;T
180,5168;180,7751923;128,45256300000003;213,21;T
180,5168;180,2584076;125,01580046666668;213,21;T
180,5168;180,5167999;137,91960143333333;213,21;T
180,5168;180,7751923;147,1833954;213,21;N
180,5168;180,2584076;134,92873126666666;213,21;T
180,5168;180,2584076;104,44676464000001;213,21;T
180,5168;180,5167999;148,1904602;213,21;N
180,5168;180,5167999;111,614535;213,21;T
180,5168;180,7751923;158,66760763333335;213,21;N
180,5168;180,7751923;111,63879650000001;213,21;T
180,5168;180,2584076;51,20266723666666;213,21;T
180,5168;180,2584076;128,29483793333335;213,21;T
180,5168;180,5167999;54,37250137666667;213,21;T
180,5168;180,5167999;141,88719686666664;213,21;T
180,5168;180,7751923;50,45646794333334;213,21;T
180,5168;180,7751923;152,77383423333333;213,21;N
180,5168;180,2584076;2,4660998983333333;213,21;T
180,5168;180,5167999;2,5965334176666666;213,21;T
180,5168;180,7751923;4,000966668333334;213,21;T
180,5168;180,2584076;26,61749903333333;213,21;T
180,5168;180,5167999;29,699367523333336;213,21;T
180,5168;180,7751923;29,82979901666667;213,21;T
180,5168;180,2584076;24,202967006666665;213,21;T
180,5168;180,5167999;25,322266263333333;213,21;T
180,5168;180,7751923;24,072533293333333;213,21;T
180,5168;180,2584076;41,74776586;213,21;T
180,5168;180,5167999;46,13396708;213,21;T
180,5168;180,7751923;44,56573232;213,21;T
180,5168;180,2584076;19,43760045;213,21;T
180,5168;180,2584076;54,51810201;213,21;T
180,5168;180,5167999;22,301066716666664;213,21;T
180,5168;180,5167999;56,21069844666667;213,21;T
180,5168;180,7751923;24,742899573333336;213,21;T
180,5168;180,7751923;54,93973287;213,21;T
180,5168;180,2584076;17,80263297;213,21;T
180,5168;180,5167999;17,31730048;213,21;T
180,5168;180,7751923;16,95026651666667;213,21;T
180,5168;180,2584076;23,220166523333333;213,21;T
180,5168;180,2584076;33,90356763333333;213,21;T
180,5168;180,5167999;21,391065596666667;213,21;T
180,5168;180,5167999;38,110800426666664;213,21;T
180,5168;180,7751923;18,37896665;213,21;T
180,5168;180,7751923;38,84486516333333;213,21;T
180,5168;180,2584076;63,97300211666667;213,21;T
180,5168;180,5167999;70,64633305666666;213,21;T
180,5168;180,7751923;71,58970133666666;213,21;T
180,5168;180,2584076;146,8406321;213,21;N
180,5168;180,5167999;156,4107971;213,21;N
180,5168;180,7751923;167,01230366666667;213,21;N
180,5168;180,2584076;146,95590716666666;213,21;N
180,5168;180,2584076;145,97613526666666;213,21;N
180,5168;180,5167999;161,67666626666667;213,21;N
180,5168;180,5167999;160,65140276666668;213,21;N
180,5168;180,7751923;174,01626586666666;213,21;N
180,5168;180,7751923;173,36409503333334;213,21;N
180,5168;180,2584076;132,85696916666666;213,21;T
180,5168;180,5167999;147,01050313333334;213,21;N
180,5168;180,7751923;154,26319883333335;213,21;N
180,5168;180,2584076;148,12069703333333;213,21;N
180,5168;180,5167999;165,05277;213,21;N
180,5168;180,7751923;181,4267018666667;213,21;N
180,5168;180,2584076;144,8689626;213,21;N
180,5168;180,5167999;164,02446493333335;213,21;N
180,5168;180,7751923;177,9171295;213,21;N
180,5168;180,2584076;62,74753189333333;213,21;T
180,5168;180,5167999;69,14786656666666;213,21;T
180,5168;180,7751923;72,26006825666667;213,21;T
180,5168;180,2584076;101,21323141333333;213,21;T
180,5168;180,5167999;111,6964315;213,21;T
180,5168;180,7751923;119,32526396666667;213,21;T
180,5168;180,2584076;63,020534516666665;213,21;T
180,5168;180,5167999;67,11249923999999;213,21;T
180,5168;180,7751923;66,62716802;213,21;T
180,5168;180,2584076;133,07839965666665;213,21;T
180,5168;180,5167999;148,818367;213,21;N
180,5168;180,7751923;162,41376749999998;213,21;N
180,5168;180,2584076;130,38176473333334;213,21;T
180,5168;180,2584076;66,36023458;213,21;T
180,5168;180,5167999;141,73857116666667;213,21;T
180,5168;180,5167999;71,03156535;213,21;T
180,5168;180,7751923;145,83053586666668;213,21;N
180,5168;180,7751923;71,30759938666667;213,21;T
180,5168;180,2584076;54,19050089666666;213,21;T
180,5168;180,5167999;56,507966360000005;213,21;T
180,5168;180,7751923;52,458465573333335;213,21;T
180,5168;180,2584076;116,47696939999999;213,21;T
180,5168;180,2584076;157,6180623;213,21;N
180,5168;180,2584076;70,02753448333334;213,21;T
180,5168;180,5167999;128,040034;213,21;T
180,5168;180,5167999;174,49856566666665;213,21;N
180,5168;180,5167999;71,89303588666667;213,21;T
180,5168;180,7751923;136,60919696666667;213,21;T
180,5168;180,7751923;189,8138682;213,21;N
180,5168;180,7751923;70,94056702;213,21;T
180,5168;180,2584076;120,66296643333332;213,21;T
180,5168;180,2584076;152,54026796666668;213,21;N
180,5168;180,2584076;167,93443806666667;213,21;N
180,5168;180,5167999;134,62539926666668;213,21;T
180,5168;180,5167999;171,31053669999997;213,21;N
180,5168;180,5167999;184,2234446;213,21;N
180,5168;180,7751923;142,04493713333332;213,21;T
180,5168;180,7751923;188,0970052;213,21;N
180,5168;180,7751923;198,07969156666664;213,21;N
180,5168;180,2584076;124,54866026666666;213,21;T
180,5168;180,2584076;57,97306823666667;213,21;T
180,5168;180,2584076;74,88086827666666;213,21;T
180,5168;180,5167999;136,98837533333335;213,21;T
180,5168;180,5167999;62,71719869333333;213,21;T
